Venus|0|4867000000000000000000000|127050161875851.61|0|256046886628561.34|10788455.428454055|0|21742235.675695326|6051800|rocky;0.86;0.74;0.46|0|1:1:0.878|0:0:0
Earth|0|5972000000000000000000000|139805155990726.69|0|43505932088702.94|11707519.729853256|0|3643292.2449178323|6371000|terran|0|0.529:0.808:0.922|0:0:0
Mars|0|641700000000000000000000|427580632914900.56|0|-38514140664404.09|36925160.93511973|0|-3326005.453244854|3389500|rocky;0.66;0.34;0.22|0|0.98:0.502:0.447|0:0:0
Saturn|0|568300000000000000000000000|970648399484.6355|0|190375835501.1294|-42034.95990239476|0|5970.089753200473|58232000|gas;0|1|-|0:0:0
Uranus|0|86810000000000000000000000|2757178516668.0566|0|158972848220.84583|-10268.876244441168|0|6488.290112974653|25362000|ice;0|0|0.878:1:1|0:0:0
Neptune|0|102400000000000000000000000|4448638599321.5205|0|129057574863.64871|-4180.954747455855|0|5369.566333703082|24622000|ice;1|0|0.392:0.584:0.929|0:0:0
Sun|0|1990817999999999800000000000000|-838499145.3031368|0|-109521299.29869273|-144.19978042709053|0|-19.53887122224823|695508000|rocky;0.01;0.01;0.02|0|-|0:0:0
Moon|0|73420000000000000000000|-157829170913022.7|0|153714009569109.75|-13216911.808524767|0|12872270.811584227|1737500|rocky;0.55;0.54;0.52|0|-|0:0:0
Mercury|0|330100000000000000000000|-59829713450640.516|0|-48958663462335.44|-5096005.1989084445|0|-4170107.2849243633|2439700|rocky;0.55;0.52;0.5|0|-|0:0:0
